"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4LadsagnXZM7SEOpHjHIHA","Looking For The Hoes (Ain’t My Fault)","spotify:artist:3DbwFQlvLxRSi2uX8mf81A","Sexyy Red","spotify:album:6uoGeT623i76TwlgYFfe42","Hood Hottest Princess","spotify:artist:3DbwFQlvLxRSi2uX8mf81A","Sexyy Red","2023-06-09","https://i.scdn.co/image/ab67616d0000b27338f8e4adcb8668df34ce1660","1","5","130707","https://p.scdn.co/mp3-preview/626851efb7257b30dfa5a93c64479ebb75b2ba5d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","75","QZSYP2342088","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:41s7nEKyANNfGaxRyMyFGI","No Angels (with Lola Brooke)","spotify:artist:6AMd49uBDJfhf30Ak2QR5s, spotify:artist:2Ggj5XNlIb4Lnbqe307FyB","Coi Leray, Lola Brooke","spotify:album:3LnOoljW00eYKDbBD88eLJ","COI","spotify:artist:6AMd49uBDJfhf30Ak2QR5s","Coi Leray","2023-06-23","https://i.scdn.co/image/ab67616d0000b2737eab67f44a584b2a42ecfcd4","1","12","150413","https://p.scdn.co/mp3-preview/aca67ecc69efd9193d7e1f1007fbe2536edbcd6f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","53","USUM72307834","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:6ncy0vKrwLOqKI50vwjC64","Ghetto & Ratchet","spotify:artist:0XJA8RpM6VgQeIYzjnP8wK","Connie Diiamond","spotify:album:7ECwZpB5z3OPS0HNAtNhDC","Ghetto & Ratchet","spotify:artist:0XJA8RpM6VgQeIYzjnP8wK","Connie Diiamond","2023-09-01","https://i.scdn.co/image/ab67616d0000b273036201e6576d600e91455558","1","1","126642","https://p.scdn.co/mp3-preview/6f0343051679677ec8f3b83a45bb1f0d41cc760d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","50","USUM72312291","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:7hnxhq0SI3FWYJtsRnWroM","FALLBACK","spotify:artist:6veh5zbFpm31XsPdjBgPER","BIA","spotify:album:4acZyhrXnAZR3PSDLAaoX5","REALLY HER","spotify:artist:6veh5zbFpm31XsPdjBgPER","BIA","2023-07-28","https://i.scdn.co/image/ab67616d0000b27359061f4648d8590d0839d291","1","8","151431","https://p.scdn.co/mp3-preview/1ba03038f3a42d23f2cf1bffa9a01b436a877738?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","USSM12305294","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:73S4fsK22WH929PLFNYgOj","JEALOUSY (feat. Cardi B)","spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW, spotify:artist:4kYSro6naA4h99UJvo89HB","Offset, Cardi B","spotify:album:3PgS3nituPh4DDt5LT1cNL","JEALOUSY (feat. Cardi B)","spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW, spotify:artist:4kYSro6naA4h99UJvo89HB","Offset, Cardi B","2023-07-28","https://i.scdn.co/image/ab67616d0000b2739e6ca50fb5bab76175bc1b4b","1","1","174466","https://p.scdn.co/mp3-preview/faa7dc14acb2603dc9fdbe4ca9f253f55fb162e1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","USUM72311135","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:5uFGqqXqeX2EA8CxTs2DJL","IdgaF","spotify:artist:0Wwji82sLA0Hcvtuak3omb","AUDREY NUNA","spotify:album:7EzgvU0MYQpqS90E97u9rk","IdgaF","spotify:artist:0Wwji82sLA0Hcvtuak3omb","AUDREY NUNA","2023-07-07","https://i.scdn.co/image/ab67616d0000b2733d1a98ffd37e4f59f6434033","1","1","103664","https://p.scdn.co/mp3-preview/d31e2594db42b88e3b44f8387ea8c034da18a5e0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","USAR12300237","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:1l1n9bEu0Z3WML0DyYRIhQ","He Can't Reach (with Maiya The Don & Enchanting) - From Rap Sh!t S2: The Mixtape","spotify:artist:0txgDz2yNToARuN2vD7SWD, spotify:artist:26XGM4cZDcTgrXo1nis5HT, spotify:artist:6S6u5pS5ywg7rv50rhpobQ","Raedio, Enchanting, Maiya The Don","spotify:album:4c9nsZplF7vTCP4f9h8cNj","He Can't Reach (with Maiya The Don & Enchanting) [From Rap Sh!t S2: The Mixtape]","spotify:artist:0txgDz2yNToARuN2vD7SWD, spotify:artist:26XGM4cZDcTgrXo1nis5HT","Raedio, Enchanting","2023-10-13","https://i.scdn.co/image/ab67616d0000b2736b321be2339598dc392a4c5d","1","1","163902","https://p.scdn.co/mp3-preview/6dfe7ffaa97dd27ac0afbb41f169578b967d887c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","34","USUG12307829","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:5wD5UZVxFxLrFSzUkR1IoW","Make Em Say","spotify:artist:1LQG6C3S8sdLjL5DQt759V","Ally Cocaine","spotify:album:1xodCstcsyZOs4VwKQr6uC","Make Em Say","spotify:artist:1LQG6C3S8sdLjL5DQt759V","Ally Cocaine","2023-08-17","https://i.scdn.co/image/ab67616d0000b27397cc96eac031c5161498eae6","1","1","143445","https://p.scdn.co/mp3-preview/9bb30c78223a42bb951a3ecb2925a118c682154f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","40","QZAKB2350264","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:1sn4GarhOWPEWaFRBMtaSt","This Is New York","spotify:artist:0XSAX3u9L4gKXmbhSwPnIJ","ScarLip","spotify:album:3eugYbmPxCM1oGbDTXXkMX","This Is New York","spotify:artist:0XSAX3u9L4gKXmbhSwPnIJ","ScarLip","2023-04-11","https://i.scdn.co/image/ab67616d0000b273c21bd26a3561d7320d57197d","1","1","137015","https://p.scdn.co/mp3-preview/9cddf5fac4aa3e8b54c20cf2b066aac3aa07a0f7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","49","TCAGZ2398029","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:5H7IzRvSCGY2p7jjuCu6g1","Bed Time (feat. Monaleo & Gloss Up)","spotify:artist:08PvCOlef4xdOr20jFSTPd, spotify:artist:2sflbTtCirog5VxD6jPAfb, spotify:artist:7eDFwYpqsAROCZibWYr5C1","Flo Milli, Monaleo, Gloss Up","spotify:album:4c5Sf3ULy1kAbqD0DGIFFy","Bed Time (feat. Monaleo & Gloss Up)","spotify:artist:08PvCOlef4xdOr20jFSTPd, spotify:artist:2sflbTtCirog5VxD6jPAfb, spotify:artist:7eDFwYpqsAROCZibWYr5C1","Flo Milli, Monaleo, Gloss Up","2023-03-23","https://i.scdn.co/image/ab67616d0000b2734584b697fa8bb874dbf867ae","1","1","220443","https://p.scdn.co/mp3-preview/55e0a284298343f6d3339f3f66b9f5ce6fcf2af2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","45","USRC12300602","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:2EfkjrpRyqFxhiBpI3AqtL","High Standards","spotify:artist:3fhz0PcZrd3o3xB8APuoPX","Wynne","spotify:album:5E3CcBIGp0Uma00uGG5R2k","High Standards","spotify:artist:3fhz0PcZrd3o3xB8APuoPX","Wynne","2023-09-08","https://i.scdn.co/image/ab67616d0000b2737c128b356c5fb442326026b3","1","1","209081","https://p.scdn.co/mp3-preview/4b8aace22b2f32a2ab8a6cfa0f348b088e3bfb81?cid=9950ac751e34487dbbe027c4fd7f8e99","true","39","QZVEM2352654","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:2cHhNW6Wcdrk4mFTZkqqKk","Thicc","spotify:artist:7eDFwYpqsAROCZibWYr5C1","Gloss Up","spotify:album:20LqQ2uXyi3Io5KMY0I95m","Shades of Gloss","spotify:artist:7eDFwYpqsAROCZibWYr5C1","Gloss Up","2023-08-11","https://i.scdn.co/image/ab67616d0000b27305d884564d3937c3cfdb25da","1","4","136994","https://p.scdn.co/mp3-preview/1a2b5abe373eb598e29faa225658cf2ddb74aa91?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","QZ4JX2361683","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:62k3kkUQmWan59sH3Lzt1t","Princess Diana (with Nicki Minaj) [Extendo Clip]","spotify:artist:3LZZPxNDGDFVSIPqf4JuEf, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Ice Spice, Nicki Minaj","spotify:album:00eK46cfChKfGZcYZcaWSa","Princess Diana (with Nicki Minaj) [Versions]","spotify:artist:3LZZPxNDGDFVSIPqf4JuEf, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Ice Spice, Nicki Minaj","2023-04-18","https://i.scdn.co/image/ab67616d0000b2738e5ed0baf3265fe6e651b3a4","1","2","198067","https://p.scdn.co/mp3-preview/69c9a278c32c59c7a517e80e17806592aea77cfe?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","USUG12300233","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:7kswp4MJqT6Ts9P0iVL3kg","Dusties","spotify:artist:6S6u5pS5ywg7rv50rhpobQ","Maiya The Don","spotify:album:07gLKffRhrhVRpgkqN6K28","Dusties","spotify:artist:6S6u5pS5ywg7rv50rhpobQ","Maiya The Don","2023-03-02","https://i.scdn.co/image/ab67616d0000b27322df445e74d999fc3b2010de","1","1","146629","https://p.scdn.co/mp3-preview/5c0b9ddcc009602dc292be9c2a903b23113b5713?cid=9950ac751e34487dbbe027c4fd7f8e99","true","47","USRC12300469","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:2VUZU4RAaSdIjnpKaWOVCW","Wig Splitter","spotify:artist:2sflbTtCirog5VxD6jPAfb","Monaleo","spotify:album:0oKgiQKCek2KARB2vjo7Tf","Where The Flowers Don't Die","spotify:artist:2sflbTtCirog5VxD6jPAfb","Monaleo","2023-05-26","https://i.scdn.co/image/ab67616d0000b27338f8da478d307e768351da3d","1","9","137552","https://p.scdn.co/mp3-preview/c0f8359f30dc207a46c09aeb4d05b62fd638b122?cid=9950ac751e34487dbbe027c4fd7f8e99","true","39","QM6N22345107","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:7BfwfsoIZsa9QGUxfoz8DE","Tomioka (with Flo Milli) - Remix","spotify:artist:2bc73gsB8lPAL1mxNBOEqV, spotify:artist:08PvCOlef4xdOr20jFSTPd","Jay Eazy, Flo Milli","spotify:album:6QHk5oVO7cTdQeBhVuh0qK","Tomioka (with Flo Milli) [Remix]","spotify:artist:2bc73gsB8lPAL1mxNBOEqV, spotify:artist:08PvCOlef4xdOr20jFSTPd","Jay Eazy, Flo Milli","2023-09-15","https://i.scdn.co/image/ab67616d0000b273a22a460ea41ad208ff4c70da","1","1","137532","https://p.scdn.co/mp3-preview/1fa89f371792ccf71c429d1849a2f05c65b51efc?cid=9950ac751e34487dbbe027c4fd7f8e99","true","49","QZVEM2354899","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:3Q0h7wkHLIlwySLGZYqFPu","WHITE CAPRICE","spotify:artist:4c2ighP1wj8E5dVGJDCOiB, spotify:artist:3ppZNqihWOzuH4A0f4KmeP","Kari Faux, Gangsta Boo","spotify:album:2man3aalGPUqaZqKrTBdDX","REAL B*TCHES DON'T DIE!","spotify:artist:4c2ighP1wj8E5dVGJDCOiB","Kari Faux","2023-05-26","https://i.scdn.co/image/ab67616d0000b2736b31039eeb0bb2e1d6c6932b","1","8","196163","https://p.scdn.co/mp3-preview/8abf10abd6c6f7c3877dab4daa1a7f3144b69493?cid=9950ac751e34487dbbe027c4fd7f8e99","true","39","QMB622300418","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:4hOBpBqVXqk1lkwKCM5QGF","Boy Oh Boy","spotify:artist:6x3iaJYt5zLqKIfkrPQme9","Chinese Kitty","spotify:album:3AKtlxNCe8MHDRKvlJF6M1","Boy Oh Boy","spotify:artist:6x3iaJYt5zLqKIfkrPQme9","Chinese Kitty","2023-08-18","https://i.scdn.co/image/ab67616d0000b2735564c8b3953cecb44e5ad4ac","1","1","117677","https://p.scdn.co/mp3-preview/7465faf558580f55e9f6ff0cdabaa5163952a1f5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","USUYG1491300","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:4tgz3gJDuJEFsxySqaGkxI","Set The Tone","spotify:artist:5QgAjPJ1resFH43bMepkZT","The Real Meladee","spotify:album:6azejJSa9k44nrbERWng88","Set The Tone","spotify:artist:5QgAjPJ1resFH43bMepkZT","The Real Meladee","2023-09-01","https://i.scdn.co/image/ab67616d0000b27376b0f12f3255071958fae137","1","1","174730","https://p.scdn.co/mp3-preview/1841eb87e77cb6fd2d7851960cb203e71e0b3264?cid=9950ac751e34487dbbe027c4fd7f8e99","true","27","USUYG1505205","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:4ZJ58LR9dwGJBFGC8RilBM","Just Relax","spotify:artist:2Ggj5XNlIb4Lnbqe307FyB","Lola Brooke","spotify:album:0Su9sgYg2FJNn6tamiu7Lc","Just Relax","spotify:artist:2Ggj5XNlIb4Lnbqe307FyB","Lola Brooke","2023-04-28","https://i.scdn.co/image/ab67616d0000b2739fb7c52502b3dadc1f968b4d","1","1","152213","https://p.scdn.co/mp3-preview/4ca6e13473342b8ab688973429c925adf6378051?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","USAR12200654","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:3dcwO3xoYHYp3PFhMlACmE","BING BONG (Remix) [feat. Sexyy Red]","spotify:artist:7gq41QBlN40T3GDQ0wEbYS, spotify:artist:3DbwFQlvLxRSi2uX8mf81A","BlakeIANA, Sexyy Red","spotify:album:0Yx1bhHWgiBCFL5wkUIDur","BING BONG (Remix) [feat. Sexyy Red]","spotify:artist:7gq41QBlN40T3GDQ0wEbYS, spotify:artist:3DbwFQlvLxRSi2uX8mf81A","BlakeIANA, Sexyy Red","2023-09-08","https://i.scdn.co/image/ab67616d0000b27305489e8801768e3c9b21eba5","1","1","166956","https://p.scdn.co/mp3-preview/566b70f854cf1d9b0602c8a1c7ff39b7eb1984f1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","USAT22308173","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:0SJ3Zg2Ut6uuUyKwDKZ0hd","Superpowers","spotify:artist:3IhYHKVt0Q9vxCCwiCHahR","Queen Key","spotify:album:76WDBqX01YqOQTKzUoWhDt","Superpowers","spotify:artist:3IhYHKVt0Q9vxCCwiCHahR","Queen Key","2023-09-08","https://i.scdn.co/image/ab67616d0000b27360236d3b020c2433af665045","1","1","158940","https://p.scdn.co/mp3-preview/200ae5d4b7f30a8701e9f1fdf6d893babcce55b5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","32","QZNJZ2370889","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:1nB5h61hNNXLjnUSSRlOAD","Broke","spotify:artist:2n0RbBotP7BSoy1rNVIeUz, spotify:artist:2NfwGBr2swqZ1rzE3kAV23","Khadijah, Saucy Santana","spotify:album:1gCxgxZ5DT40A4dxKk1Kci","Broke","spotify:artist:2n0RbBotP7BSoy1rNVIeUz, spotify:artist:2NfwGBr2swqZ1rzE3kAV23","Khadijah, Saucy Santana","2023-08-18","https://i.scdn.co/image/ab67616d0000b273b4510979f3330a53253ad890","1","1","100488","https://p.scdn.co/mp3-preview/b152eb72bc1e8d8b3d11ae5959623916aabb0388?cid=9950ac751e34487dbbe027c4fd7f8e99","true","36","USQX92304581","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:36jKiym1viZatX0tHDGDxM","Where the Fun Niggas At?","spotify:artist:4guK7U9J36z76E1tWecJ0J","Asian Doll","spotify:album:7BWW9riDewdKvAh0pz1Tza","Where the Fun Niggas At?","spotify:artist:4guK7U9J36z76E1tWecJ0J","Asian Doll","2023-06-16","https://i.scdn.co/image/ab67616d0000b2734a39a7acc5b91216dcfd72f9","1","1","164675","https://p.scdn.co/mp3-preview/05bd454d58d82f7c34042abdc892a7627eb77e11?cid=9950ac751e34487dbbe027c4fd7f8e99","true","37","CH7811107806","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:4dqToym9mPeED3cSkpRogr","Silly Heaux","spotify:artist:4MONW063BePUr0702vTw6c","Nikki Jayy","spotify:album:03DunL87YaUMadDMdIPzRA","Silly Heaux","spotify:artist:4MONW063BePUr0702vTw6c","Nikki Jayy","2023-04-25","https://i.scdn.co/image/ab67616d0000b2733d9f9c5b56e763f32e5d0de3","1","1","130464","https://p.scdn.co/mp3-preview/02d0300ae3bc64cc89d08424f98f29a75bb1fc53?cid=9950ac751e34487dbbe027c4fd7f8e99","true","32","QZHNA2373741","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:4IHjN2Jpe2sxpgjUw8mw5M","Big Flex","spotify:artist:5LxoXQBUoD5oftz6xQLv9y","K Carbon","spotify:album:7FRAF4Vz0uVDows1aNUdV7","Big Flex","spotify:artist:5LxoXQBUoD5oftz6xQLv9y","K Carbon","2023-07-22","https://i.scdn.co/image/ab67616d0000b273bf7f44a35395bd3a93f122d5","1","1","135253","https://p.scdn.co/mp3-preview/8b3927d9ae39e5295e3124c4241d049f9eefa0da?cid=9950ac751e34487dbbe027c4fd7f8e99","true","32","QZNWU2341305","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:4FKzLOsMTwz9A00P9lVyrh","Agatha","spotify:artist:0RkeQU983gcehOYs7632vR","Ni'jah","spotify:album:7AXxq1n3X7JZbbEnGCfLAX","Swarm","spotify:artist:0RkeQU983gcehOYs7632vR, spotify:artist:5lcDGoJUr5WY5bCFAfYbCU, spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Ni'jah, KIRBY, Childish Gambino","2023-03-17","https://i.scdn.co/image/ab67616d0000b2730995ea2da176fa94bedb71dd","1","2","180813","https://p.scdn.co/mp3-preview/91e1e0b163bd666f552ae2fab5b4efbf424cfa27?cid=9950ac751e34487dbbe027c4fd7f8e99","true","42","USRC12300741","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:3kngaJLn8ch92TAI33kGtf","HOOD RAT SHIT","spotify:artist:5cie6OioF2WHr2KflhcQGT, spotify:artist:4f6mzHylkFqgtpggUv7qdq","Charmaine, Chenzehn","spotify:album:6XMm1PP7M1nUzXypot7Rut","HOOD RAT SHIT","spotify:artist:5cie6OioF2WHr2KflhcQGT","Charmaine","2023-06-30","https://i.scdn.co/image/ab67616d0000b2734627b59342ddb9a061b2db70","1","1","162648","https://p.scdn.co/mp3-preview/590ea918bc6133e543d420b06c60bd0df01053de?cid=9950ac751e34487dbbe027c4fd7f8e99","true","29","FRX872375954","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:11:50Z"
"spotify:track:6iiCzEd1ULpq7nXbZVQ4pi","Soak City (Do it)","spotify:artist:4VCriUU9CsPnUvoAsxVk1p","310babii","spotify:album:7pp3ZbXrqBiaaeRLIAyis5","Lottery Pick","spotify:artist:4VCriUU9CsPnUvoAsxVk1p","310babii","2023-06-16","https://i.scdn.co/image/ab67616d0000b2732069168140114c0db629c628","1","14","123547","https://p.scdn.co/mp3-preview/01c5a34ff8d6f5b82377d69937409813f217c120?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","QZK6G2375527","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:50kWigrg0O9DFUzzbgJMZO","jersey luv","spotify:artist:6Y6qIKwe32BxNflpxbKsJc, spotify:artist:2bnV4zuMP2tBXzsGbPmkuo","GROOVY, B Jack$","spotify:album:6z30pC8bxK3JIWRhLLbXwr","jersey luv","spotify:artist:6Y6qIKwe32BxNflpxbKsJc, spotify:artist:2bnV4zuMP2tBXzsGbPmkuo","GROOVY, B Jack$","2023-02-01","https://i.scdn.co/image/ab67616d0000b2735488a7d958cb9160115499dd","1","1","231090","https://p.scdn.co/mp3-preview/71cf3cbb30eb6aa6b7355a9a33d85aa42db6de0a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","QZTBA2241752","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:6ulEymrJ2Azx1uo3YHSE5w","Bent","spotify:artist:0yknvLWQZxwsMjhUhwWZQ8, spotify:artist:0hF6lbAjRsq4svrQUr5sgU, spotify:artist:3BcgTyEdL81zMljmXcilZM, spotify:artist:43s6uFZrdusv7ggmDSpO41","41, Kyle Richh, Jenn Carter, TaTa","spotify:album:1lzWtPTZrL3ZE1oagDJgvL","Bent","spotify:artist:0yknvLWQZxwsMjhUhwWZQ8, spotify:artist:0hF6lbAjRsq4svrQUr5sgU, spotify:artist:3BcgTyEdL81zMljmXcilZM","41, Kyle Richh, Jenn Carter","2023-08-04","https://i.scdn.co/image/ab67616d0000b2737e1d2a4f64b8b472982bf0cf","1","1","170267","https://p.scdn.co/mp3-preview/f41552f16b2f100941b6015697ace0a471b645c1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","USUG12306666","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:6LlqdoSjvt0ANFOTIX5cn5","Rapper of the Year","spotify:artist:1K15GRZZATsCJyGJ4bYiEz","Luh Tyler","spotify:album:1bj8fRMTZww5rRfP7jsnvi","ROTY","spotify:artist:1K15GRZZATsCJyGJ4bYiEz","Luh Tyler","2023-08-25","https://i.scdn.co/image/ab67616d0000b273d84a412918ebe44925472e42","1","1","129832","https://p.scdn.co/mp3-preview/c8e4b04b47ffca323babf06941af93179eba53e7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","USAT22307346","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:2c7sRekhMGlj7u1WIIzoQu","Fighting My Demons","spotify:artist:3gBZUcNeVumkeeJ19CY2sX","Ken Carson","spotify:album:0HS8aknH0JQdMIiBVhyOCW","A Great Chaos","spotify:artist:3gBZUcNeVumkeeJ19CY2sX","Ken Carson","2023-10-13","https://i.scdn.co/image/ab67616d0000b273bc2fbaa359030887a9a60d7e","1","3","150401","https://p.scdn.co/mp3-preview/7fbbbd48d9f863498993865cc8276b481a6c4071?cid=9950ac751e34487dbbe027c4fd7f8e99","true","84","USUM72314187","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:3dyhk17fDgslADTDnU6sgG","60 Miles","spotify:artist:1Go9MuDulQ4qHPE4H4rU3H","Lil RT","spotify:album:0ZERBpDfUs0o3ZULTzb3cj","60 Miles","spotify:artist:1Go9MuDulQ4qHPE4H4rU3H","Lil RT","2023-10-21","https://i.scdn.co/image/ab67616d0000b273b9858e9b4f2ff68233c4e005","1","1","126802","https://p.scdn.co/mp3-preview/0cd26e0f00f6420e25db108a1bb9ccf6d14ea78a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","70","QZNMY2352612","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:0jRiVMnGBnuyXQsIVwbDSK","Slow It Down","spotify:artist:57Ay3Ye4cloEzuDSTYQ1kw","John Mackk","spotify:album:5FoMKRPTtYoi072HZqy88d","Slow It Down","spotify:artist:57Ay3Ye4cloEzuDSTYQ1kw","John Mackk","2022-05-20","https://i.scdn.co/image/ab67616d0000b273587bd34bb1de9111ef957b56","1","1","134325","https://p.scdn.co/mp3-preview/fb0d8f212ae0b4f0e8d6475395f915b05257f5cd?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","QZHNA2294439","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:2gy2UTbkgMVai4uB2oqeqh","Suffice","spotify:artist:6BH1xcDkwbbyrLMUKECsW1","Toosii","spotify:album:0QGs0Fg2Ao50fFxetJuhyq","Suffice","spotify:artist:6BH1xcDkwbbyrLMUKECsW1","Toosii","2023-11-03","https://i.scdn.co/image/ab67616d0000b27306267e411b5196c1aca4ddfb","1","1","162303","https://p.scdn.co/mp3-preview/6a3c6f1df06b8f7482bd64272fe47959636c3232?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USUM72316443","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:6ZOCnU7MLtcZeRKAxgsqTT","Your Friends","spotify:artist:508weSx4HBumrGggFmc7br","Hunxho","spotify:album:14LBhlalfWuVwSoLMEW8I1","Your Friends","spotify:artist:508weSx4HBumrGggFmc7br","Hunxho","2023-08-25","https://i.scdn.co/image/ab67616d0000b273ae9536b28e870f5d319fa06a","1","1","139919","https://p.scdn.co/mp3-preview/7fad135488e8510e0311a134e954e4da7e1656b8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","63","USAT22307946","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
"spotify:track:1saV6V91Azb0559mxmX4nF","Mama (with Skilla Baby & Tay B)","spotify:artist:1jBoSSrbz9n4ehQWA4cZgB, spotify:artist:1GVenmuuAtusi17LY6FvgI, spotify:artist:1bPS827zEKbtWhNcWUMTpO","Rob49, Skilla Baby, Tay B","spotify:album:1XwVNB9mqxR00Wbj34mnn3","Mama (with Skilla Baby & Tay B)","spotify:artist:1jBoSSrbz9n4ehQWA4cZgB, spotify:artist:1GVenmuuAtusi17LY6FvgI, spotify:artist:1bPS827zEKbtWhNcWUMTpO","Rob49, Skilla Baby, Tay B","2023-08-04","https://i.scdn.co/image/ab67616d0000b27364b33197830a10d1e83718dd","1","1","174250","https://p.scdn.co/mp3-preview/14e4d923d379aa503e8a329c651303fe1941caa0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","63","USA2P2330132","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:12:15Z"
